0,d
939,
1870,a
3824,
5223,d
5856,
6907,d
7255,
7988,a
8805,
10488,a
11039,
12156,a
12923,
15272,d
15905,
16457,a
16687,
17405,d
17688,
18638,d
18956,
19355,a
19773,
20423,d
20720,
22071,a
22337,
22871,d
23273,
23454,d
23606,
24755,a
25123,
25354,a
25988,
26371,d
26655,
27256,a
27704,
27936,f
28004,
